conf/sac/YangML20,
conf/issta/Lou0ZH019,
conf/vmcai/NguyenTC19,
conf/cav/KolblLW19,
conf/pldi/LiLCGL19,
conf/pldi/KhanZPMK19,
conf/pldi/PerryKSZ19,
journals/tse/GazzolaMM19,
conf/icst/LidO19,
conf/icst/AlameerCH19,
conf/icst/LiuKB0KT19,
conf/wcre/LiuK0B19,
conf/wcre/DelfimUMM19,
conf/wcre/WhiteTMMP19,
journals/ese/YuMDDM19,
conf/ssbse/MartinezM18,
journals/pacmpl/LeeSSO18,
conf/iclr/WangSS18,
conf/apsec/HigoMATNMTK18,
conf/icse/AhmedKKKG18,
conf/apsec/LiuKK0B18,
conf/msr/SotoG18,
conf/msr/SahaLLYP18,
conf/sigsoft/MechtaevGCR18,
conf/sigsoft/HuaZWK18,
conf/sigsoft/StoccoYM18,
conf/sigsoft/LeeHO18,
conf/gecco/SouzaGC18,
conf/icsm/Liu0K0BT18,
conf/icsm/GuoMYW18,
conf/icst/MahajanAMH18,
conf/icst/MehneYPSGK18,
conf/kbse/LinWLSZW18,
conf/kbse/WangSK18,
journals/tosem/MechtaevGTR18,
journals/tse/BanerjeeCBR18,
journals/ese/YuP18,
journals/ese/OliveiraSGC18,
conf/issta/WuGS018,
conf/issta/JustPDE18,
conf/issta/JiangXZGC18,
conf/pldi/WangSS18,
conf/pldi/GulwaniRZ18,
conf/icse/ZhongM18,
conf/icse/UrliYSM18,
conf/icse/HassanW18,
conf/icse/XiongLZ0018,
conf/icse/TanDGR18,
conf/icse/LeTLG18,
conf/icse/TonderG18,
conf/icse/MahajanAMH18,
conf/icse/MechtaevNNGR18,
conf/icse/BhatiaKS18,
conf/icse/MotwaniSJB18,
conf/icse/YiTMBR18,
conf/icse/HuaZWK18,
conf/icse/WenCWHC18,
conf/icse/TimperleySG18,
journals/csur/Monperrus18,
conf/wcre/LiuZ18,
conf/wcre/MachoM018,
conf/wcre/SotoG18,
conf/wcre/SobreiraDDMM18,
conf/esem/CamposM17,
conf/oopsla/LinKCS17,
conf/compsac/TanikadoYYSHK17,
conf/icsm/YangQM17,
conf/kbse/WeissGB17,
conf/kbse/Chen0F17,
conf/kbse/SahaLYP17,
conf/kbse/XinR17,
conf/kbse/ChengZS0S17,
conf/ssbse/TimperleySG17,
conf/sigsoft/LeCLGV17,
conf/sigsoft/TianR17,
conf/sigsoft/VermaR17,
conf/sigsoft/YangZLT17,
conf/sigsoft/YiAKTR17,
conf/sigsoft/BohmeS0UZ17,
conf/sigsoft/LongAR17,
conf/sigsoft/DAntoniSV17,
conf/cav/AlbarghouthiDD17,
conf/cav/McClurgHC17,
conf/icse/KhaireddineZM17,
conf/icse/JiangCKDCM17,
conf/icse/ZeminBGCDRAF17,
conf/issta/KoyuncuBKKMT17,
conf/issta/XinR17,
conf/issta/MahajanAMH17,
conf/issta/LeCLGV17,
conf/issta/MahajanAMH17a,
conf/tacas/NguyenWKF17,
conf/aaai/GuptaPKS17,
conf/wcre/DurieuxCSM17,
conf/icse/DurieuxHM17,
conf/icse/RolimSDPGGSH17,
conf/icse/AdamsenMKSTS17,
conf/icse/XiongWYZH0017,
journals/tse/XuanMDCMDBM17,
conf/oopsla/PuNSB16,
conf/dsn/WeimerFKGH16,
conf/kbse/GaoWL16,
conf/sac/YanSCX16,
conf/fmcad/HojjatRMCF16,
conf/msr/SotoTWGL16,
conf/ssbse/OliveiraSGC16,
journals/ese/MartinezDSXM17,
conf/icse/TanYYMR17,
journals/jss/JiangCKTD17,
conf/icsm/LeLLG16,
conf/fm/RothenbergG16,
conf/atva/HuaK16,
conf/icsm/GopinathWHK16,
conf/wcre/LeLG16,
conf/sigsoft/TanYPR16,
conf/sigsoft/LiuCL16,
conf/sigsoft/KaleeswaranSKG16,
conf/cav/DAntoniSS16,
conf/popl/LongR16,
conf/icse/CaiC16,
conf/icse/MechtaevYR16,
conf/icse/LongR16,
conf/icse/DurieuxM16,
conf/issta/WangZLXZE16,
conf/issta/MartinezM16,
conf/issta/YuSLCWB16,
conf/sac/YokoyamaHHOOK16,
conf/cav/ReinkingP15,
conf/pldi/Sidiroglou-Douskos15,
conf/icse/ZhongS15,
conf/icse/MechtaevYR15,
conf/icse/TanR15,
conf/icse/GaoXMZYZXM15,
conf/icse/SelakovicP15,
conf/icse/0001FNM15,
conf/icse/NistorCRL15,
conf/sigsoft/SmithBGB15,
conf/sigsoft/LongR15,
conf/cav/KneussKK15,
conf/issta/QiLAR15,
conf/issta/KhoshnoodKW15,
conf/kbse/KeSGB15,
conf/kbse/GaoZWXZM15,
journals/ese/MartinezM15,
journals/tse/GouesHSBDFW15,
conf/issre/KongZWL15,
conf/issre/LeLL15,
conf/icsm/SumiHHK15,
conf/www/MedeirosNC14,
conf/issta/LinK14,
conf/icst/AssiriB14,
conf/icse/QiMLDW14,
conf/icse/OcarizaPM14,
conf/icse/Monperrus14,
conf/icse/KaleeswaranTKO14,
conf/sigsoft/BarrBDHS14,
conf/sigsoft/0010TZ14,
conf/sigsoft/TaoKKX14,
conf/kbse/AzimNM14,
conf/fase/0001FNM14,
journals/tse/0001FNWMZ14,
conf/icse/DemarcoXBM14,
conf/sas/SamantaOE14,
conf/issta/JustJE14,
conf/dsn/ShawDH14,
conf/issta/AlkhalafAB14,
conf/icse/MartinezWM14,
conf/pldi/SinghGS13,
conf/musepat/KelkJB13,
conf/ndss/SonMS13,
conf/icsm/QiML13,
conf/asplos/SchulteDWF13,
conf/icse/KimNSK13,
conf/icse/NguyenQRC13,
conf/issta/QiMLW13,
conf/kbse/WeimerFF13,
conf/icst/LiuYTH13,
conf/cav/EssenJ13,
conf/icse/CokerH13,
conf/gecco/WilkersonTB12,
conf/hvc/KonighoferB12,
conf/osdi/Jin0D12,
conf/icse/GouesDFW12,
conf/icse/LiuZ12,
conf/oopsla/LogozzoB12,
conf/issta/FryLW12,
journals/tse/GouesNFW12,
conf/icse/SamirniSAMTH12,
conf/sbmf/KalvalaW11,
journals/asc/Arcuri11,
conf/pldi/JinSZLL11,
conf/kbse/PeiWFNM11,
conf/fmcad/KonighoferB11,
conf/tacas/GopinathMK11,
conf/issta/WeiPFSBMZ10,
conf/icse/NguyenNPAN10,
conf/icst/DebroyW10,
conf/kbse/SchulteFW10,
conf/fmics/KernE10,
journals/cacm/WeimerFGN10,
conf/gecco/FastGFW10,
conf/icse/WeimerNGF09,
conf/kbse/DallmeierZM09,
conf/sosp/PerkinsKLABCPSSSWZER09,
conf/gecco/ForrestNWG09,
conf/iwpc/JeffreyFGG09,
conf/tase/FischerSU09,
conf/kbse/DanielJDM09,
conf/icse/Arcuri08,
conf/fmcad/SamantaDE08,
conf/cec/ArcuriY08,
journals/cacm/NovarkBZ08,
conf/pldi/NovarkBZ07,
conf/cav/GriesmayerBC06,
conf/gpce/Weimer06,
conf/cav/JobstmannGB05,
conf/charme/StaberJB05,
journals/ubiquity/MonperrusUDMBS19,
journals/infsof/YiI22,
conf/issta/ShariffdeenGDTL21,
